ClaimIdentifier,Claim Type,Insured ID  Number,Patient_LastName,Patient_FirstName,Patient_MI,Patient_DOB,Patient_Sex,Insureds_LastName,Insureds_FirstName,Insureds_MI,Patient_Address1,Patient_Address2,Patient_City,Patient_State,Patient_Zip,Patient_Phone,Patient_RelationshipToInsured,Insureds_Address1,Insureds_Address2,Insureds_City,Insureds_State,Insureds_Zip,Insureds_Phone,Patient_Status_Marriage,Patient_Status_Employment,Patient_ConditionRelatedTo_Employment,Patient_ConditionRelatedTo_AutoAccident,Patient_ConditionRelatedTo_OtherAccident,Date_Of_Current,First_Date_Of_Illness,Provider_Referring_Name,Provider_Referring_NPI,DiagnosisCode1,DiagnosisCode2,DiagnosisCode3,DiagnosisCode4,CLM_1_From_Date,CLM_1_To_Date,CLM_1_PlaceOfService,CLM_1_CPT,CLM_1_CPT_Mod1,CLM_1_CPT_Mod2,CLM_1_CPT_Mod3,CLM_1_CPT_Mod4,CLM_1_CPT_DiagnosisPointer,CLM_1_CPT_Charges,CLM_1_CPT_DaysOrUnits,CLM_1_NPI,CLM_2_From_Date,CLM_2_To_Date,CLM_2_PlaceOfService,CLM_2_CPT,CLM_2_CPT_Mod1,CLM_2_CPT_Mod2,CLM_2_CPT_Mod3,CLM_2_CPT_Mod4,CLM_2_CPT_DiagnosisPointer,CLM_2_CPT_Charges,CLM_2_CPT_DaysOrUnits,CLM_2_NPI,CLM_3_From_Date,CLM_3_To_Date,CLM_3_PlaceOfService,CLM_3_CPT,CLM_3_CPT_Mod1,CLM_3_CPT_Mod2,CLM_3_CPT_Mod3,CLM_3_CPT_Mod4,CLM_3_CPT_DiagnosisPointer,CLM_3_CPT_Charges,CLM_3_CPT_DaysOrUnits,CLM_3_NPI,CLM_4_From_Date,CLM_4_To_Date,CLM_4_PlaceOfService,CLM_4_CPT,CLM_4_CPT_Mod1,CLM_4_CPT_Mod2,CLM_4_CPT_Mod3,CLM_4_CPT_Mod4,CLM_4_CPT_DiagnosisPointer,CLM_4_CPT_Charges,CLM_4_CPT_DaysOrUnits,CLM_4_NPI,CLM_5_From_Date,CLM_5_To_Date,CLM_5_PlaceOfService,CLM_5_CPT,CLM_5_CPT_Mod1,CLM_5_CPT_Mod2,CLM_5_CPT_Mod3,CLM_5_CPT_Mod4,CLM_5_CPT_DiagnosisPointer,CLM_5_CPT_Charges,CLM_5_CPT_DaysOrUnits,CLM_5_NPI,CLM_6_From_Date,CLM_6_To_Date,CLM_6_PlaceOfService,CLM_6_CPT,CLM_6_CPT_Mod1,CLM_6_CPT_Mod2,CLM_6_CPT_Mod3,CLM_6_CPT_Mod4,CLM_6_CPT_DiagnosisPointer,CLM_6_CPT_Charges,CLM_6_CPT_DaysOrUnits,CLM_6_NPI,FedTaxID,PatientAccountNumber,TotalCharge,AmountPaid,BalanceDue,ServiceFacility,BillingProviderInfo,DataGenesis,DataType
593,MEDICAID,0Xpy6He3LQ1q,Janjic,Alyosha, ,2/14/1938,M,Janjic,Alyosha, ,17618 Pennsylvania Crossing,APT 255,Washington,D.C.,20127,202-755-3661,SELF,17618 Pennsylvania Crossing,APT 255,Washington,D.C.,20127,202-755-3661,OTHER,FULL-TIME STUDENT,NO,NO,NO,12/19/2018,3/26/2017,Psychiatric Medical Practice,2283062518,I50.32,R53.83,,,12/19/2018,12/19/2018,11,99203,,,,,1,1541.4,1,2292387037,12/19/2018,12/19/2018,11,99306,,,,,1,1941.79,1,2374300175,12/19/2018,12/19/2018,31,99221,,,,,1,362.89,1,1018493702,12/19/2018,12/19/2018,21,99348,,,,,1,1133.06,1,2536050724,12/19/2018,12/19/2018,12,99309,,,,,1,1688.64,1,2525942599,12/19/2018,12/19/2018,2,99211,,,,,1,896.15,1,2047646400,88-5256253,664-23-0191,7563.93,0,7563.93,"43 John Wall Crossing, Washington D.C., 20053","43 John Wall Crossing, Washington D.C., 20053",Noisy,Claim
594,MEDICAID,23h809B424uk,Ugolotti,Adelbert, ,9/21/2018,M,Ugolotti,Adelbert, ,13 Swallow Place,APT 886,Washington,D.C.,20446,202-150-2288,SELF,13 Swallow Place,APT 886,Washington,D.C.,20446,202-150-2288,SINGLE,EMPLOYED,NO,NO,NO,9/10/2018,,,,M54.5,,,,9/10/2018,9/10/2018,11,99214,HW,,,,1,1900.57,1,1879008081,9/10/2018,9/10/2018,31,99309,9Z,,,,1,1244.28,1,2867882669,9/10/2018,9/10/2018,2,99211,J7,,,,1,1116.44,1,1900020073,9/10/2018,9/10/2018,11,90471,Q1,,,,1,1133.13,1,2777193110,9/10/2018,9/10/2018,21,99204,W6,,,,1,324.67,1,2951611356,9/10/2018,9/10/2018,11,96127,YQ,,,,1,1356.27,1,2867882669,26-9568286,636-42-5137,7075.36,0,7075.36,"34446 Lindbergh Parkway, Washington D.C., 20060","34446 Lindbergh Parkway, Washington D.C., 20060",Noisy,Claim
595,MEDICAID,8A9XCotkpR56,Slyme,Regina, ,7/27/1947,F,Slyme,Regina, ,296 Straubel Hill,APT 413,Washington,D.C.,20365,202-151-6541,SELF,296 Straubel Hill,APT 413,Washington,D.C.,20365,202-151-6541,SINGLE,EMPLOYED,YES,NO,NO,2/26/2020,,,,R06.02,,,,2/26/2020,2/26/2020,12,99203,,,,,1,375.48,1,1214955140,2/26/2020,2/26/2020,11,99233,,,,,1,380.29,1,2525942599,2/26/2020,2/26/2020,11,99204,,,,,1,1763.17,1,2951611356,2/26/2020,2/26/2020,2,99222,,,,,1,375.64,1,2141027533,2/26/2020,2/26/2020,21,99214,,,,,1,706.63,1,2283062518,2/26/2020,2/26/2020,31,99232,,,,,1,1895.41,1,1153393968,14-4294690,247-16-2170,5496.62,0,5496.62,"384 Acker Crossing, Washington D.C., 20052","384 Acker Crossing, Washington D.C., 20052",Noisy,Claim
596,MEDICAID,4bLO3n5tc24g,Collen,Orson, ,11/19/1995,M,Collen,Orson, ,9 Clarendon Park,SUITE 830,Washington,D.C.,20290,202-527-9450,SELF,9 Clarendon Park,SUITE 830,Washington,D.C.,20290,202-527-9450,SINGLE,EMPLOYED,NO,NO,NO,6/12/2019,,,,R11.2,,,,6/12/2019,6/12/2019,21,96127,YD,63,55,,1,1333.57,1,1214955140,6/12/2019,6/12/2019,12,99233,36,W1,7Q,,1,1323.4,1,1327732647,6/12/2019,6/12/2019,31,99306,19,C3,H0,,1,1889.51,1,2303217404,6/12/2019,6/12/2019,2,99350,G5,OK,H0,,1,719.39,1,2867882669,6/12/2019,6/12/2019,31,69210,P0,60,XI,,1,367.96,1,2292387037,6/12/2019,6/12/2019,2,99221,7J,25,7L,,1,1881.3,1,1214955140,34-6551884,179-82-6859,7515.13,0,7515.13,"4 Surrey Court, Washington D.C., 20059","4 Surrey Court, Washington D.C., 20059",Noisy,Claim
597,MEDICAID,010ZvU133542,Castri,Merry, ,2/14/1953,M,Castri,Merry, ,7430 Jana Hill,SUITE 605,Washington,D.C.,20116,202-259-0084,SELF,7430 Jana Hill,SUITE 605,Washington,D.C.,20116,202-259-0084,SINGLE,FULL-TIME STUDENT,NO,NO,NO,6/13/2020,,,,U07.1,,,,6/13/2020,6/13/2020,12,99232,3G,6J,I0,,1,854.84,1,2402879641,6/13/2020,6/13/2020,12,99309,N0,0P,TS,,1,927.09,1,2810623947,6/13/2020,6/13/2020,2,99233,JD,92,0V,,1,416.29,1,1581560652,6/13/2020,6/13/2020,21,99395,92,NB,0V,,1,649.62,1,2283062518,6/13/2020,6/13/2020,11,99213,P9,40,63,,1,1152.21,1,2951611356,6/13/2020,6/13/2020,11,99211,G2,1W,6F,,1,1191.16,1,2810623947,69-2108154,724-97-7823,5191.21,0,5191.21,"441 Daystar Drive, Washington D.C., 20053","441 Daystar Drive, Washington D.C., 20053",Noisy,Claim
598,MEDICAID,7l6C1j21NJg6,Sellars,Gabrila, ,12/1/1988,F,Sellars,Gabrila, ,2 Pepper Wood Point,,Washington,D.C.,20072,202-190-5278,SELF,2 Pepper Wood Point,,Washington,D.C.,20072,202-190-5278,OTHER,EMPLOYED,NO,NO,NO,5/15/2018,11/23/2017,Dr. Rochella Yukhnini,1018493702,C73,K21.0,R53.83,,5/15/2018,5/15/2018,31,99306,8L,77,BE,QB,1,1429.62,1,2265005859,5/15/2018,5/15/2018,31,99203,7Z,CS,WE,0V,1,965.54,1,1879008081,5/15/2018,5/15/2018,21,99310,1F,G4,J1,3I,1,1846.3,1,1153393968,5/15/2018,5/15/2018,31,99350,5I,5I,J1,3I,1,1235.73,1,2810623947,5/15/2018,5/15/2018,2,99350,GP,JR,V0,8S,1,1744.73,1,2525942599,5/15/2018,5/15/2018,31,99215,1D,51,9Q,77,1,1966.14,1,2283062518,39-1401809,769-17-8070,9188.06,0,9188.06,"665 Comanche Court, Washington D.C., 20053","665 Comanche Court, Washington D.C., 20053",Noisy,Claim
599,MEDICAID,H3x79QieYCmZ,Amys,Davita, ,8/31/2018,F,Amys,Davita, ,1 Maple Court,UNIT 867,Washington,D.C.,20380,202-798-1661,SELF,1 Maple Court,UNIT 867,Washington,D.C.,20380,202-798-1661,MARRIED,EMPLOYED,NO,NO,NO,11/8/2018,,,,F33.1,,J11.1,,11/8/2018,11/8/2018,12,99233,IN,37,6S,EP,1,1255.7,1,1153393968,11/8/2018,11/8/2018,31,90688,I2,35,3Q,35,1,450.84,1,2747742614,11/8/2018,11/8/2018,31,99349,LM,G4,8S,6T,1,1943.75,1,2141027533,11/8/2018,11/8/2018,21,99214,3V,67,8S,6T,1,1146.34,1,2292387037,11/8/2018,11/8/2018,31,99222,9G,0E,13,17,1,1849.78,1,2810623947,11/8/2018,11/8/2018,21,99306,G8,2X,I3,48,1,1291.38,1,2747742614,99-4058216,207-86-3499,7937.79,0,7937.79,"96344 Forest Run Court, Washington D.C., 20057","96344 Forest Run Court, Washington D.C., 20057",Noisy,Claim
600,MEDICAID,6L8118I41l5z,Logsdale,Evelin, ,5/31/2014,M,Logsdale,Evelin, ,04265 Summer Ridge Avenue,SUITE 483,Washington,D.C.,20298,202-408-1240,SELF,04265 Summer Ridge Avenue,SUITE 483,Washington,D.C.,20298,202-408-1240,SINGLE,FULL-TIME STUDENT,NO,NO,NO,11/2/2018,12/7/2016,Dr. Hannis Gummery,2107071811,F33.1,E78.00,,,11/2/2018,11/2/2018,2,99233,,,,,1,1740.35,1,1153393968,11/2/2018,11/2/2018,21,99349,,,,,1,1340.81,1,1018493702,11/2/2018,11/2/2018,11,99204,,,,,1,1265.77,1,2047646400,11/2/2018,11/2/2018,2,90471,,,,,1,1147.81,1,2292387037,11/2/2018,11/2/2018,11,99215,,,,,1,611.17,1,1817398960,11/2/2018,11/2/2018,31,99309,,,,,1,1296.98,1,2525942599,41-9814993,328-89-9754,7402.89,0,7402.89,"4785 Granby Court, Washington D.C., 20050","4785 Granby Court, Washington D.C., 20050",Noisy,Claim
601,MEDICAID,732S1kwJ5w6O,Wallwood,Alphonse, ,7/13/1991,M,Wallwood,Alphonse, ,118 Johnson Plaza,SUITE 738,Washington,D.C.,20550,202-959-4941,SELF,118 Johnson Plaza,SUITE 738,Washington,D.C.,20550,202-959-4941,MARRIED,FULL-TIME STUDENT,NO,NO,NO,2/6/2019,8/17/2017,Dr. Rochella Yukhnini,1018493702,I10,J00,,,2/6/2019,2/6/2019,12,99309,4,55,83,,1,1903.21,1,1153393968,2/6/2019,2/6/2019,21,99232,H7,8J,73,,1,1758.61,1,1900020073,2/6/2019,2/6/2019,21,81002,78,18,LG,,1,938.16,1,1581560652,2/6/2019,2/6/2019,2,99212,YE,5W,LG,,1,1338.48,1,1173953828,2/6/2019,2/6/2019,11,90688,Z5,9U,M9,,1,1290.84,1,2265005859,2/6/2019,2/6/2019,2,90688,IR,0T,42,,1,1393.83,1,1214955140,58-5319906,674-19-5301,8623.13,0,8623.13,"5542 Fieldstone Trail, Washington D.C., 20051","5542 Fieldstone Trail, Washington D.C., 20051",Noisy,Claim
602,MEDICAID,DDHBH7Q3L346,Brownlea,Eadith, ,8/13/1963,F,Brownlea,Eadith, ,056 High Crossing Drive,SUITE 953,Washington,D.C.,20201,202-560-7922,SELF,056 High Crossing Drive,SUITE 953,Washington,D.C.,20201,202-560-7922,OTHER,FULL-TIME STUDENT,NO,NO,NO,12/11/2019,7/17/2015,Dr. Jerry Katz,2951611356,E66.01,K21.0,,,12/11/2019,12/11/2019,11,99232,,,,,1,1949.84,1,2303217404,12/11/2019,12/11/2019,11,99221,,,,,1,1498.23,1,2265005859,12/11/2019,12/11/2019,31,69210,,,,,1,332.75,1,1794634850,12/11/2019,12/11/2019,31,99213,,,,,1,1699.34,1,1794634850,12/11/2019,12/11/2019,31,99212,,,,,1,996.29,1,1085601728,12/11/2019,12/11/2019,31,99349,,,,,1,1003.34,1,2525942599,58-6423870,797-76-2030,7479.79,0,7479.79,"3 Derek Street, Washington D.C., 20055","3 Derek Street, Washington D.C., 20055",Noisy,Claim
603,MEDICAID,99f9lZy3ZPx2,Davidovitch,Blinny, ,7/18/1941,F,Davidovitch,Blinny, ,7180 Petterle Plaza,APT 464,Washington,D.C.,20121,202-336-0238,SELF,7180 Petterle Plaza,APT 464,Washington,D.C.,20121,202-336-0238,MARRIED,FULL-TIME STUDENT,NO,NO,NO,12/15/2019,,,,C73,,,,12/15/2019,12/15/2019,31,99205,,,,,1,1213.12,1,2047646400,12/15/2019,12/15/2019,21,99306,,,,,1,1976.88,1,2536050724,12/15/2019,12/15/2019,2,99349,,,,,1,347.59,1,2374300175,12/15/2019,12/15/2019,12,99211,,,,,1,1450.97,1,1456122224,12/15/2019,12/15/2019,11,81002,,,,,1,1175.16,1,1173953828,12/15/2019,12/15/2019,12,96127,,,,,1,732.41,1,1581560652,19-4347190,325-60-4469,6896.13,0,6896.13,"8087 Crest Line Court, Washington D.C., 20057","8087 Crest Line Court, Washington D.C., 20057",Noisy,Claim
604,MEDICAID,4930c4Ha7bS3,Matijasevic,Mable, ,1/21/1983,F,Matijasevic,Mable, ,84040 Forster Avenue,,Washington,D.C.,20225,202-655-9515,SELF,84040 Forster Avenue,,Washington,D.C.,20225,202-655-9515,SINGLE,PART-TIME STUDENT,NO,NO,NO,3/13/2020,,,,G47.00,,,,3/13/2020,3/13/2020,2,99395,,,,,1,1488.54,1,1153393968,3/13/2020,3/13/2020,2,99232,,,,,1,1469.36,1,1817398960,3/13/2020,3/13/2020,31,99349,,,,,1,953.8,1,2951611356,3/13/2020,3/13/2020,21,99203,,,,,1,936.58,1,2637980735,3/13/2020,3/13/2020,12,99211,,,,,1,437.01,1,1327732647,3/13/2020,3/13/2020,21,99231,,,,,1,707.37,1,1085601728,07-3843607,129-66-9280,5992.66,0,5992.66,"12 Lawn Parkway, Washington D.C., 20052","12 Lawn Parkway, Washington D.C., 20052",Noisy,Claim
605,MEDICAID,B5L35Q6e1z1I,Logsdale,Evelin, ,5/31/2014,M,Logsdale,Evelin, ,04265 Summer Ridge Avenue,SUITE 483,Washington,D.C.,20298,202-912-8097,SELF,04265 Summer Ridge Avenue,SUITE 483,Washington,D.C.,20298,202-912-8097,OTHER,FULL-TIME STUDENT,NO,NO,YES,5/11/2019,,,,F33.1,,R06.02,,5/11/2019,5/11/2019,21,99215,V4,23,4T,8E,1,1935.48,1,2374300175,5/11/2019,5/11/2019,12,99349,86,QP,T0,YY,1,1939.66,1,1513476213,5/11/2019,5/11/2019,31,99306,J3,2K,Y7,J5,1,1737.18,1,2402879641,5/11/2019,5/11/2019,31,99348,RO,H1,Y7,J5,1,1443.68,1,2283062518,5/11/2019,5/11/2019,31,99205,62,6X,48,G7,1,471.89,1,2867882669,5/11/2019,5/11/2019,31,99212,S9,3E,50,5S,1,995.64,1,2292387037,66-6137407,328-89-9754,8523.53,0,8523.53,"49789 Bellgrove Alley, Washington D.C., 20050","49789 Bellgrove Alley, Washington D.C., 20050",Noisy,Claim
606,MEDICAID,qA3Vo964s509,Catterick,Zerk, ,12/2/1958,M,Catterick,Zerk, ,9404 Bunting Crossing,UNIT 973,Washington,D.C.,20544,202-261-9500,SELF,9404 Bunting Crossing,UNIT 973,Washington,D.C.,20544,202-261-9500,MARRIED,FULL-TIME STUDENT,NO,NO,NO,2/26/2019,7/27/2015,Dr. Garrik Works,2374300175,R29.6,K21.0,,,2/26/2019,2/26/2019,11,99212,K2,F8,1,,1,518.18,1,2951611356,2/26/2019,2/26/2019,2,99212,1R,SX,J6,,1,1195.5,1,2047646400,2/26/2019,2/26/2019,31,99231,92,62,41,,1,359.58,1,1794634850,2/26/2019,2/26/2019,2,90471,53,GB,41,,1,782.63,1,2292387037,2/26/2019,2/26/2019,21,99350,53,96,35,,1,1555.47,1,2525942599,2/26/2019,2/26/2019,2,99222,6C,52,77,,1,1577.29,1,2265005859,93-8495134,342-99-0290,5988.65,0,5988.65,"615 Roxbury Way, Washington D.C., 20055","615 Roxbury Way, Washington D.C., 20055",Noisy,Claim
607,MEDICAID,3t7801OAI321,Shakle,Delano, ,8/6/1983,M,Shakle,Delano, ,670 Meadow Valley Drive,APT 166,Washington,D.C.,20393,202-038-9245,SELF,670 Meadow Valley Drive,APT 166,Washington,D.C.,20393,202-038-9245,SINGLE,PART-TIME STUDENT,YES,NO,NO,11/30/2019,12/7/2017,Dr. Rochella Yukhnini,1018493702,B97.89,R05,,,11/30/2019,11/30/2019,11,99306,,,,,1,1394.45,1,1214955140,11/30/2019,11/30/2019,21,90471,,,,,1,394.94,1,2303217404,11/30/2019,11/30/2019,31,99350,,,,,1,610.26,1,2141027533,11/30/2019,11/30/2019,11,81002,,,,,1,1864.32,1,1327732647,11/30/2019,11/30/2019,11,99310,,,,,1,1736.03,1,2536050724,11/30/2019,11/30/2019,21,99309,,,,,1,798.42,1,2525942599,66-7500244,203-50-1817,6798.42,0,6798.42,"971 Burrows Crossing, Washington D.C., 20054","971 Burrows Crossing, Washington D.C., 20054",Noisy,Claim
608,MEDICAID,QA3kvmH4N03V,Kunzler,Tod, ,6/16/1981,M,Kunzler,Tod, ,02030 Michigan Plaza,,Washington,D.C.,20309,202-646-6510,SELF,02030 Michigan Plaza,,Washington,D.C.,20309,202-646-6510,OTHER,FULL-TIME STUDENT,NO,YES,NO,10/26/2019,,,,M54.5,,,,10/26/2019,10/26/2019,11,99223,83,,,,1,1364.62,1,2303217404,10/26/2019,10/26/2019,31,99223,22,,,,1,1112.49,1,1581560652,10/26/2019,10/26/2019,21,96127,DK,,,,1,1541.17,1,2265005859,10/26/2019,10/26/2019,2,99213,N5,,,,1,1650.32,1,1214955140,10/26/2019,10/26/2019,11,99395,70,,,,1,783.1,1,2536050724,10/26/2019,10/26/2019,11,99231,67,,,,1,1662.83,1,2810623947,72-0314328,475-84-0890,8114.53,0,8114.53,"7373 North Pass, Washington D.C., 20060","7373 North Pass, Washington D.C., 20060",Noisy,Claim
609,MEDICAID,O8t8tfSnEFnO,Rean,Martynne, ,7/11/1978,F,Rean,Martynne, ,760 Michigan Court,SUITE 308,Washington,D.C.,20107,202-203-5384,SELF,760 Michigan Court,SUITE 308,Washington,D.C.,20107,202-203-5384,SINGLE,PART-TIME STUDENT,NO,NO,NO,5/16/2019,10/1/2017,Dr. Stevie Viles,1513476213,R29.6,C73,,,5/16/2019,5/16/2019,2,81002,,,,,1,1891.47,1,2867882669,5/16/2019,5/16/2019,12,99205,,,,,1,1660.18,1,2047646400,5/16/2019,5/16/2019,2,99213,,,,,1,752.47,1,2402879641,5/16/2019,5/16/2019,31,99205,,,,,1,1975.27,1,1251486319,5/16/2019,5/16/2019,31,99211,,,,,1,396.16,1,2525942599,5/16/2019,5/16/2019,2,96127,,,,,1,1423.56,1,2536050724,44-2473395,221-61-9384,8099.11,0,8099.11,"343 Pennsylvania Center, Washington D.C., 20058","343 Pennsylvania Center, Washington D.C., 20058",Noisy,Claim
610,MEDICAID,5zD5suH6B925,Kunzler,Tod, ,6/16/1981,M,Kunzler,Tod, ,02030 Michigan Plaza,,Washington,D.C.,20309,202-897-5962,SELF,02030 Michigan Plaza,,Washington,D.C.,20309,202-897-5962,MARRIED,EMPLOYED,NO,NO,NO,10/29/2019,,,,R07.9 ,,,,10/29/2019,10/29/2019,31,99223,A9,GW,T4,,1,1922.84,1,2951611356,10/29/2019,10/29/2019,21,69210,78,KH,SD,,1,559.76,1,1327732647,10/29/2019,10/29/2019,11,90471,BD,M1,GL,,1,938.62,1,2867882669,10/29/2019,10/29/2019,31,90688,Z5,H3,GL,,1,507.78,1,2777193110,10/29/2019,10/29/2019,31,99212,K2,A0,16,,1,1912.01,1,2867882669,10/29/2019,10/29/2019,21,99222,S6,0E,1S,,1,531.78,1,1581560652,18-6446692,475-84-0890,6372.79,0,6372.79,"74756 Elka Avenue, Washington D.C., 20060","74756 Elka Avenue, Washington D.C., 20060",Noisy,Claim
611,MEDICAID,B4esGdwVjXc0,Rozalski,Horacio, ,2/16/1967,M,Rozalski,Horacio, ,83040 Kim Plaza,,Washington,D.C.,20495,202-404-1820,SELF,83040 Kim Plaza,,Washington,D.C.,20495,202-404-1820,OTHER,FULL-TIME STUDENT,NO,NO,NO,6/2/2020,,,,J00,,,,6/2/2020,6/2/2020,2,99349,,,,,1,1026.86,1,1817398960,6/2/2020,6/2/2020,12,99222,,,,,1,1372.25,1,1794634850,6/2/2020,6/2/2020,21,99395,,,,,1,1405.99,1,2867882669,6/2/2020,6/2/2020,31,99214,,,,,1,1410.88,1,1581560652,6/2/2020,6/2/2020,21,99306,,,,,1,891.73,1,1513476213,6/2/2020,6/2/2020,2,69210,,,,,1,1996.64,1,1456122224,08-8845950,704-49-9616,8104.35,0,8104.35,"3721 Bashford Hill, Washington D.C., 20059","3721 Bashford Hill, Washington D.C., 20059",Noisy,Claim
612,MEDICAID,9615t31J6S80,Flacknell,Tully, ,11/30/1957,M,Flacknell,Tully, ,5 Havey Way,APT 282,Washington,D.C.,20116,202-834-9280,SELF,5 Havey Way,APT 282,Washington,D.C.,20116,202-834-9280,SINGLE,EMPLOYED,NO,NO,YES,5/19/2018,9/22/2016,Dr. Bess Kliger,1456122224,E78.00,M54.5,J00,,5/19/2018,5/19/2018,11,99205,,,,,1,1298.38,1,1528997797,5/19/2018,5/19/2018,12,99309,,,,,1,947.75,1,2047646400,5/19/2018,5/19/2018,11,99350,,,,,1,1910.94,1,1153393968,5/19/2018,5/19/2018,31,99348,,,,,1,1158.32,1,2777193110,5/19/2018,5/19/2018,2,99204,,,,,1,799.23,1,2810623947,5/19/2018,5/19/2018,11,99350,,,,,1,1849.08,1,2283062518,70-2189718,227-50-3243,7963.7,0,7963.7,"3 Redwing Terrace, Washington D.C., 20055","3 Redwing Terrace, Washington D.C., 20055",Noisy,Claim
613,MEDICAID,w628w5Ze2p09,Varnham,Guy, ,3/16/1977,M,Varnham,Guy, ,01212 Lunder Park,,Washington,D.C.,20257,202-437-0515,SELF,01212 Lunder Park,,Washington,D.C.,20257,202-437-0515,MARRIED,PART-TIME STUDENT,YES,NO,NO,5/18/2019,,,,R06.02,,,,5/18/2019,5/18/2019,2,99222,,,,,1,552.66,1,2777193110,5/18/2019,5/18/2019,21,99222,,,,,1,500.51,1,1018493702,5/18/2019,5/18/2019,21,99306,,,,,1,347.63,1,2536050724,5/18/2019,5/18/2019,12,99223,,,,,1,1946.7,1,2867882669,5/18/2019,5/18/2019,11,99221,,,,,1,1294.92,1,2536050724,5/18/2019,5/18/2019,31,99204,,,,,1,510.69,1,1327732647,72-1289470,798-08-3064,5153.11,0,5153.11,"71050 Mendota Point, Washington D.C., 20053","71050 Mendota Point, Washington D.C., 20053",Noisy,Claim
614,MEDICAID,C3W48lklhY5e,Ralling,Alyssa, ,4/15/1937,F,Ralling,Alyssa, ,377 Fairfield Pass,SUITE 143,Washington,D.C.,20017,202-629-3687,SELF,377 Fairfield Pass,SUITE 143,Washington,D.C.,20017,202-629-3687,OTHER,PART-TIME STUDENT,NO,NO,NO,3/14/2019,,,,U07.1,,,,3/14/2019,3/14/2019,2,99348,,,,,1,722.61,1,1327732647,3/14/2019,3/14/2019,2,99213,,,,,1,1545.41,1,2747742614,3/14/2019,3/14/2019,12,99222,,,,,1,1786.18,1,2867882669,3/14/2019,3/14/2019,11,99212,,,,,1,917.8,1,1153393968,3/14/2019,3/14/2019,31,99222,,,,,1,756.32,1,2536050724,3/14/2019,3/14/2019,12,99222,,,,,1,1860.73,1,2777193110,68-1414496,359-50-0676,7589.05,0,7589.05,"623 6th Center, Washington D.C., 20054","623 6th Center, Washington D.C., 20054",Noisy,Claim
615,MEDICAID,14JxDD16b797,Vaune,Bentlee, ,3/10/1947,M,Vaune,Bentlee, ,4 New Castle Avenue,APT 740,Washington,D.C.,20499,202-119-5401,SELF,4 New Castle Avenue,APT 740,Washington,D.C.,20499,202-119-5401,OTHER,EMPLOYED,NO,NO,NO,8/17/2019,4/4/2017,Physical Medicine and Rehabilitation Wellness Clinic,2777193110,C73,U07.1,E11.9,,8/17/2019,8/17/2019,31,99222,,,,,1,1664.87,1,2536050724,8/17/2019,8/17/2019,2,99349,,,,,1,1658.19,1,1173434577,8/17/2019,8/17/2019,21,96127,,,,,1,591.34,1,1085601728,8/17/2019,8/17/2019,12,99348,,,,,1,782.03,1,1173953828,8/17/2019,8/17/2019,21,99222,,,,,1,410.83,1,1173953828,8/17/2019,8/17/2019,21,99212,,,,,1,442.55,1,2283062518,95-1287553,175-55-5810,5549.81,0,5549.81,"96369 International Road, Washington D.C., 20052","96369 International Road, Washington D.C., 20052",Noisy,Claim
616,MEDICAID,ynRWSu7Yu6rJ,Fockes,Avery, ,5/26/1983,M,Fockes,Avery, ,9 Sherman Park,UNIT 106,Washington,D.C.,20587,202-423-4053,SELF,9 Sherman Park,UNIT 106,Washington,D.C.,20587,202-423-4053,OTHER,PART-TIME STUDENT,NO,NO,NO,4/17/2019,5/31/2015,Dr. Loydie Yandle,1173434577,C73,U07.1,,,4/17/2019,4/17/2019,11,99212,70,65,6E,,1,995.45,1,2107071811,4/17/2019,4/17/2019,11,99205,5Y,66,47,,1,331.22,1,2525942599,4/17/2019,4/17/2019,31,99212,48,VK,V8,,1,683.27,1,2637980735,4/17/2019,4/17/2019,31,99203,JN,71,V8,,1,1367.56,1,1456122224,4/17/2019,4/17/2019,12,99204,3F,40,GV,,1,998.1,1,2265005859,4/17/2019,4/17/2019,11,90471,18,JN,1I,,1,1993.43,1,1173953828,39-1036183,306-62-0543,6369.03,0,6369.03,"1087 Riverside Alley, Washington D.C., 20053","1087 Riverside Alley, Washington D.C., 20053",Noisy,Claim
617,MEDICAID,9v2547X69n6s,Martinie,Kelly, ,2/11/1951,F,Martinie,Kelly, ,72243 Mcbride Parkway,APT 236,Washington,D.C.,20466,202-880-3681,SELF,72243 Mcbride Parkway,APT 236,Washington,D.C.,20466,202-880-3681,OTHER,EMPLOYED,NO,NO,YES,11/24/2018,,,,U07.1,,,,11/24/2018,11/24/2018,11,99211,,,,,1,625.18,1,2292387037,11/24/2018,11/24/2018,12,99213,,,,,1,1130.68,1,1900020073,11/24/2018,11/24/2018,12,99222,,,,,1,741.46,1,2951611356,11/24/2018,11/24/2018,31,90688,,,,,1,436.12,1,1900020073,11/24/2018,11/24/2018,2,99221,,,,,1,507.48,1,1173434577,11/24/2018,11/24/2018,11,99204,,,,,1,1006.54,1,2867882669,19-9011046,228-52-0222,4447.46,0,4447.46,"0 Old Gate Street, Washington D.C., 20056","0 Old Gate Street, Washington D.C., 20056",Noisy,Claim
